ENSMUST00000070533.5	Xkr4-201	ENSMUSG00000051951
ENSMUST00000127152.9	Anxa4-204	ENSMUSG00000029994
ENSMUST00000155456.8	Anxa4-207	ENSMUSG00000029994
ENSMUST00000123732.4	Anxa4-203	ENSMUSG00000029994
ENSMUST00000204441.3	Anxa4-209	ENSMUSG00000029994
ENSMUST00000204398.2	Anxa4-208	ENSMUSG00000029994
ENSMUST00000089519.13	Aak1-202	ENSMUSG00000057230
ENSMUST00000204414.3	Aak1-207	ENSMUSG00000057230
ENSMUST00000003710.10	Aak1-201	ENSMUSG00000057230
ENSMUST00000204613.2	Aak1-208	ENSMUSG00000057230
ENSMUST00000204139.3	Aak1-206	ENSMUSG00000057230
ENSMUST00000120240.8	Nfu1-203	ENSMUSG00000029993
ENSMUST00000032060.15	Nfu1-201	ENSMUSG00000029993
ENSMUST00000117583.8	Nfu1-202	ENSMUSG00000029993
ENSMUST00000144776.7	Nfu1-206	ENSMUSG00000029993
ENSMUST00000113657.8	Gfpt1-203	ENSMUSG00000029992
ENSMUST00000113658.8	Gfpt1-204	ENSMUSG00000029992
ENSMUST00000113655.8	Gfpt1-202	ENSMUSG00000029992
ENSMUST00000032057.8	Gfpt1-201	ENSMUSG00000029992
ENSMUST00000170124.4	D6Ertd527e-201	ENSMUSG00000090891
ENSMUST00000204927.2	D6Ertd527e-204	ENSMUSG00000090891
ENSMUST00000203747.2	D6Ertd527e-203	ENSMUSG00000090891
ENSMUST00000042025.12	Antxr1-201	ENSMUSG00000033420
ENSMUST00000203131.3	Antxr1-202	ENSMUSG00000033420
ENSMUST00000204805.3	Antxr1-204	ENSMUSG00000033420
ENSMUST00000205033.2	Antxr1-205	ENSMUSG00000033420
ENSMUST00000032129.3	Gkn1-201	ENSMUSG00000030050
ENSMUST00000032128.6	Gkn2-201	ENSMUSG00000030049
ENSMUST00000032127.6	Gkn3-201	ENSMUSG00000030048
ENSMUST00000032125.7	Bmp10-201	ENSMUSG00000030046
ENSMUST00000113637.9	Arhgap25-203	ENSMUSG00000030047
ENSMUST00000101197.9	Arhgap25-202	ENSMUSG00000030047
ENSMUST00000071024.7	Arhgap25-201	ENSMUSG00000030047
ENSMUST00000204682.3	Prokr1-203	ENSMUSG00000049409
ENSMUST00000050887.9	Prokr1-201	ENSMUSG00000049409
ENSMUST00000203636.2	Prokr1-202	ENSMUSG00000049409
ENSMUST00000065997.5	Aplf-202	ENSMUSG00000030051
ENSMUST00000203209.3	Aplf-203	ENSMUSG00000030051
ENSMUST00000032130.8	Aplf-201	ENSMUSG00000030051
ENSMUST00000162547.3	1810020O05Rik-201	ENSMUSG00000089997
ENSMUST00000238521.2	1810020O05Rik-202	ENSMUSG00000089997
ENSMUST00000159570.9	Efcc1-202	ENSMUSG00000068263
ENSMUST00000032132.9	Efcc1-201	ENSMUSG00000068263
ENSMUST00000032133.5	Gp9-201	ENSMUSG00000030054
ENSMUST00000032134.9	Rab43-201	ENSMUSG00000030055
ENSMUST00000078647.11	Rab43-203	ENSMUSG00000030055
ENSMUST00000032135.6	Rab43-202	ENSMUSG00000030055
ENSMUST00000204419.2	Gm45140-202	ENSMUSG00000107928
ENSMUST00000204169.2	Gm45140-201	ENSMUSG00000107928
ENSMUST00000089497.7	Isy1-201	ENSMUSG00000030056
ENSMUST00000204881.3	Isy1-206	ENSMUSG00000030056
ENSMUST00000205070.3	Isy1-208	ENSMUSG00000030056
ENSMUST00000204431.2	Isy1-205	ENSMUSG00000030056
ENSMUST00000032138.15	Cnbp-201	ENSMUSG00000030057
ENSMUST00000204653.3	Cnbp-208	ENSMUSG00000030057
ENSMUST00000204890.3	Cnbp-209	ENSMUSG00000030057
ENSMUST00000113619.8	Cnbp-203	ENSMUSG00000030057
ENSMUST00000113617.3	Cnbp-202	ENSMUSG00000030057
ENSMUST00000113607.10	Copg1-202	ENSMUSG00000030058
ENSMUST00000049966.6	Copg1-201	ENSMUSG00000030058
ENSMUST00000032141.14	Hmces-201	ENSMUSG00000030060
ENSMUST00000204232.2	Hmces-206	ENSMUSG00000030060
ENSMUST00000113606.2	Hmces-202	ENSMUSG00000030060
ENSMUST00000056403.7	H1f10-201	ENSMUSG00000044927
ENSMUST00000247848.1	H1f10-202	ENSMUSG00000044927
ENSMUST00000113600.10	Rab7-205	ENSMUSG00000079477
ENSMUST00000113598.8	Rab7-204	ENSMUSG00000079477
ENSMUST00000113597.8	Rab7-203	ENSMUSG00000079477
ENSMUST00000113596.8	Rab7-202	ENSMUSG00000079477
ENSMUST00000095048.6	Rab7-201	ENSMUSG00000079477
ENSMUST00000203674.3	Rab7-206	ENSMUSG00000079477
ENSMUST00000204126.2	Rab7-207	ENSMUSG00000079477
ENSMUST00000032143.8	Rpn1-201	ENSMUSG00000030062
ENSMUST00000204838.2	Rpn1-205	ENSMUSG00000030062
ENSMUST00000170089.8	Gata2-202	ENSMUSG00000015053
ENSMUST00000203480.2	Gata2-203	ENSMUSG00000015053
ENSMUST00000015197.9	Gata2-201	ENSMUSG00000015053
ENSMUST00000061866.6	Dnajb8-201	ENSMUSG00000048206
ENSMUST00000203827.2	Dnajb8-202	ENSMUSG00000048206
ENSMUST00000165242.4	Eefsec-201	ENSMUSG00000033216
ENSMUST00000205179.3	Eefsec-206	ENSMUSG00000033216
ENSMUST00000203213.3	Eefsec-202	ENSMUSG00000033216
ENSMUST00000204459.3	Eefsec-204	ENSMUSG00000033216
ENSMUST00000203886.2	Eefsec-203	ENSMUSG00000033216
ENSMUST00000205014.2	Eefsec-205	ENSMUSG00000033216
ENSMUST00000032165.16	Ruvbl1-201	ENSMUSG00000030079
ENSMUST00000129035.2	Ruvbl1-202	ENSMUSG00000030079
ENSMUST00000032168.7	Sec61a1-201	ENSMUSG00000030082
ENSMUST00000120933.5	Kbtbd12-202	ENSMUSG00000033182
ENSMUST00000184878.7	Kbtbd12-206	ENSMUSG00000033182
ENSMUST00000184664.2	Kbtbd12-204	ENSMUSG00000033182
ENSMUST00000113585.9	Mgll-204	ENSMUSG00000033174
ENSMUST00000113582.8	Mgll-203	ENSMUSG00000033174
ENSMUST00000203608.3	Mgll-208	ENSMUSG00000033174
ENSMUST00000113581.8	Mgll-202	ENSMUSG00000033174
ENSMUST00000150180.4	Mgll-205	ENSMUSG00000033174
ENSMUST00000163271.8	Mgll-207	ENSMUSG00000033174
ENSMUST00000089449.5	Mgll-201	ENSMUSG00000033174
ENSMUST00000203824.2	Mgll-209	ENSMUSG00000033174
ENSMUST00000032169.8	Abtb1-201	ENSMUSG00000030083
ENSMUST00000203137.3	Abtb1-203	ENSMUSG00000030083
ENSMUST00000203272.3	Abtb1-204	ENSMUSG00000030083
ENSMUST00000203120.3	Abtb1-202	ENSMUSG00000030083
ENSMUST00000204327.3	Abtb1-208	ENSMUSG00000030083
ENSMUST00000205082.3	Abtb1-212	ENSMUSG00000030083
ENSMUST00000204458.3	Abtb1-209	ENSMUSG00000030083
ENSMUST00000203864.3	Abtb1-207	ENSMUSG00000030083
ENSMUST00000204932.2	Abtb1-211	ENSMUSG00000030083
ENSMUST00000038409.12	Podxl2-201	ENSMUSG00000033152
ENSMUST00000061262.11	Podxl2-202	ENSMUSG00000033152
ENSMUST00000145944.3	Podxl2-210	ENSMUSG00000033152
ENSMUST00000140455.8	Podxl2-205	ENSMUSG00000033152
ENSMUST00000145780.2	Podxl2-209	ENSMUSG00000033152
ENSMUST00000058011.8	Mcm2-201	ENSMUSG00000002870
ENSMUST00000205165.2	Mcm2-207	ENSMUSG00000002870
ENSMUST00000203935.2	Mcm2-203	ENSMUSG00000002870
ENSMUST00000055022.15	Tpra1-201	ENSMUSG00000002871
ENSMUST00000204765.3	Tpra1-223	ENSMUSG00000002871
ENSMUST00000153874.8	Tpra1-215	ENSMUSG00000002871
ENSMUST00000203694.3	Tpra1-221	ENSMUSG00000002871
ENSMUST00000203345.3	Tpra1-219	ENSMUSG00000002871
ENSMUST00000203185.3	Tpra1-218	ENSMUSG00000002871
ENSMUST00000203648.3	Tpra1-220	ENSMUSG00000002871
ENSMUST00000128790.8	Tpra1-204	ENSMUSG00000002871
ENSMUST00000152585.8	Tpra1-214	ENSMUSG00000002871
ENSMUST00000150236.8	Tpra1-211	ENSMUSG00000002871
ENSMUST00000129979.7	Tpra1-205	ENSMUSG00000002871
ENSMUST00000123257.7	Tpra1-202	ENSMUSG00000002871
ENSMUST00000163139.8	Plxna1-202	ENSMUSG00000030084
ENSMUST00000049845.6	Plxna1-201	ENSMUSG00000030084
ENSMUST00000204468.2	Plxna1-203	ENSMUSG00000030084
ENSMUST00000205121.2	Plxna1-205	ENSMUSG00000030084
ENSMUST00000113550.6	Chchd6-202	ENSMUSG00000030086
ENSMUST00000032172.14	Chchd6-201	ENSMUSG00000030086
ENSMUST00000204654.2	Chchd6-203	ENSMUSG00000030086
ENSMUST00000000828.14	Txnrd3-201	ENSMUSG00000000811
ENSMUST00000101171.3	Txnrd3-202	ENSMUSG00000000811
ENSMUST00000228642.2	Vmn1r40-205	ENSMUSG00000096051
ENSMUST00000226925.2	Vmn1r40-202	ENSMUSG00000096051
ENSMUST00000228485.2	Vmn1r40-204	ENSMUSG00000096051
ENSMUST00000227669.2	Vmn1r40-203	ENSMUSG00000096051
ENSMUST00000075158.2	Vmn1r40-201	ENSMUSG00000096051
ENSMUST00000204949.3	Vmn1r41-201	ENSMUSG00000094586
ENSMUST00000228068.2	Vmn1r41-206	ENSMUSG00000094586
ENSMUST00000227630.2	Vmn1r41-205	ENSMUSG00000094586
ENSMUST00000226337.2	Vmn1r41-202	ENSMUSG00000094586
ENSMUST00000227039.2	Vmn1r41-204	ENSMUSG00000094586
ENSMUST00000226562.2	Vmn1r41-203	ENSMUSG00000094586
ENSMUST00000226436.2	Vmn1r42-202	ENSMUSG00000068232
ENSMUST00000227279.2	Vmn1r42-203	ENSMUSG00000068232
ENSMUST00000089419.3	Vmn1r42-201	ENSMUSG00000068232
ENSMUST00000226741.2	Vmn1r43-203	ENSMUSG00000068231
ENSMUST00000228709.2	Vmn1r43-205	ENSMUSG00000068231
ENSMUST00000226983.2	Vmn1r43-204	ENSMUSG00000068231
ENSMUST00000089418.5	Vmn1r43-201	ENSMUSG00000068231
ENSMUST00000226345.2	Vmn1r44-205	ENSMUSG00000068234
ENSMUST00000204656.3	Vmn1r44-202	ENSMUSG00000068234
ENSMUST00000227456.2	Vmn1r44-208	ENSMUSG00000068234
ENSMUST00000227047.2	Vmn1r44-207	ENSMUSG00000068234
ENSMUST00000226120.2	Vmn1r44-203	ENSMUSG00000068234
ENSMUST00000227888.2	Vmn1r44-211	ENSMUSG00000068234
ENSMUST00000228183.2	Vmn1r44-212	ENSMUSG00000068234
ENSMUST00000227625.2	Vmn1r44-209	ENSMUSG00000068234
ENSMUST00000226760.2	Vmn1r44-206	ENSMUSG00000068234
ENSMUST00000228700.2	Vmn1r44-213	ENSMUSG00000068234
ENSMUST00000226171.2	Vmn1r44-204	ENSMUSG00000068234
ENSMUST00000227747.2	Vmn1r44-210	ENSMUSG00000068234
ENSMUST00000089420.6	Vmn1r44-201	ENSMUSG00000068234
ENSMUST00000054202.5	Vmn1r45-201	ENSMUSG00000044248
ENSMUST00000228662.2	Vmn1r45-208	ENSMUSG00000044248
ENSMUST00000227426.2	Vmn1r45-204	ENSMUSG00000044248
ENSMUST00000227977.2	Vmn1r45-206	ENSMUSG00000044248
ENSMUST00000226167.2	Vmn1r45-202	ENSMUSG00000044248
ENSMUST00000227122.2	Vmn1r45-203	ENSMUSG00000044248
ENSMUST00000227571.2	Vmn1r45-205	ENSMUSG00000044248
ENSMUST00000228492.2	Vmn1r45-207	ENSMUSG00000044248
ENSMUST00000205088.3	Vmn1r46-202	ENSMUSG00000061653
ENSMUST00000226715.2	Vmn1r46-203	ENSMUSG00000061653
ENSMUST00000228401.2	Vmn1r46-205	ENSMUSG00000061653
ENSMUST00000075797.2	Vmn1r46-201	ENSMUSG00000061653
ENSMUST00000227811.2	Vmn1r47-203	ENSMUSG00000060724
ENSMUST00000228680.2	Vmn1r47-204	ENSMUSG00000060724
ENSMUST00000227229.2	Vmn1r47-202	ENSMUSG00000060724
ENSMUST00000074881.2	Vmn1r47-201	ENSMUSG00000060724
ENSMUST00000073415.2	Vmn1r48-201	ENSMUSG00000057592
ENSMUST00000203791.3	Vmn1r49-202	ENSMUSG00000095932
ENSMUST00000226368.2	Vmn1r49-203	ENSMUSG00000095932
ENSMUST00000071865.2	Vmn1r49-201	ENSMUSG00000095932
ENSMUST00000089417.8	Vmn1r50-202	ENSMUSG00000094553
ENSMUST00000226577.2	Vmn1r50-203	ENSMUSG00000094553
ENSMUST00000081706.2	Vmn1r50-201	ENSMUSG00000094553
ENSMUST00000227766.2	Vmn1r51-207	ENSMUSG00000062818
ENSMUST00000227109.2	Vmn1r51-205	ENSMUSG00000062818
ENSMUST00000226977.2	Vmn1r51-204	ENSMUSG00000062818
ENSMUST00000228880.2	Vmn1r51-213	ENSMUSG00000062818
ENSMUST00000174204.3	Vmn1r51-202	ENSMUSG00000062818
ENSMUST00000227911.2	Vmn1r51-209	ENSMUSG00000062818
ENSMUST00000226542.2	Vmn1r51-203	ENSMUSG00000062818
ENSMUST00000227876.2	Vmn1r51-208	ENSMUSG00000062818
ENSMUST00000072859.6	Vmn1r51-201	ENSMUSG00000062818
ENSMUST00000227100.2	Vmn1r52-203	ENSMUSG00000060816
ENSMUST00000228385.2	Vmn1r52-206	ENSMUSG00000060816
ENSMUST00000227578.2	Vmn1r52-204	ENSMUSG00000060816
ENSMUST00000226520.2	Vmn1r52-202	ENSMUSG00000060816
ENSMUST00000228394.2	Vmn1r52-207	ENSMUSG00000060816
ENSMUST00000227893.2	Vmn1r52-205	ENSMUSG00000060816
ENSMUST00000228665.2	Vmn1r52-208	ENSMUSG00000060816
ENSMUST00000079832.3	Vmn1r52-201	ENSMUSG00000060816
ENSMUST00000078371.6	V1ra8-201	ENSMUSG00000062546
ENSMUST00000076086.3	Vmn1r53-201	ENSMUSG00000057697
ENSMUST00000226921.2	Vmn1r54-202	ENSMUSG00000047203
ENSMUST00000058039.3	Vmn1r54-201	ENSMUSG00000047203
ENSMUST00000054799.9	BC048671-201	ENSMUSG00000049694
ENSMUST00000167550.4	BC048671-202	ENSMUSG00000049694
ENSMUST00000070890.6	Chst13-201	ENSMUSG00000056643
ENSMUST00000046128.12	Uroc1-201	ENSMUSG00000034456
ENSMUST00000164761.6	Uroc1-202	ENSMUSG00000034456
ENSMUST00000113539.8	Zxdc-203	ENSMUSG00000034430
ENSMUST00000075117.10	Zxdc-202	ENSMUSG00000034430
ENSMUST00000045740.8	Zxdc-201	ENSMUSG00000034430
ENSMUST00000203493.2	Zxdc-205	ENSMUSG00000034430
ENSMUST00000153843.8	Cfap100-206	ENSMUSG00000048794
ENSMUST00000062750.12	Cfap100-201	ENSMUSG00000048794
ENSMUST00000165673.5	Cfap100-207	ENSMUSG00000048794
ENSMUST00000134224.8	Cfap100-204	ENSMUSG00000048794
ENSMUST00000127508.4	Cfap100-202	ENSMUSG00000048794
ENSMUST00000135757.3	Cfap100-205	ENSMUSG00000048794
ENSMUST00000032174.12	Klf15-201	ENSMUSG00000030087
ENSMUST00000203039.3	Klf15-203	ENSMUSG00000030087
ENSMUST00000113530.4	Klf15-202	ENSMUSG00000030087
ENSMUST00000203607.2	Klf15-204	ENSMUSG00000030087
ENSMUST00000205136.2	Klf15-205	ENSMUSG00000030087
ENSMUST00000130418.8	Aldh1l1-203	ENSMUSG00000030088
ENSMUST00000032175.11	Aldh1l1-201	ENSMUSG00000030088
ENSMUST00000203111.2	Aldh1l1-206	ENSMUSG00000030088
ENSMUST00000204796.3	Aldh1l1-207	ENSMUSG00000030088
ENSMUST00000044019.16	Slc41a3-202	ENSMUSG00000030089
ENSMUST00000032177.10	Slc41a3-201	ENSMUSG00000030089
ENSMUST00000101153.10	Iqsec1-202	ENSMUSG00000034312
ENSMUST00000101151.10	Iqsec1-201	ENSMUSG00000034312
ENSMUST00000212100.2	Iqsec1-210	ENSMUSG00000034312
ENSMUST00000238821.2	Iqsec1-211	ENSMUSG00000034312
ENSMUST00000156834.2	Iqsec1-207	ENSMUSG00000034312
ENSMUST00000032179.14	Nup210-201	ENSMUSG00000030091
ENSMUST00000142951.9	Nup210-206	ENSMUSG00000030091
ENSMUST00000113509.2	Nup210-202	ENSMUSG00000030091
ENSMUST00000041736.11	Hdac11-201	ENSMUSG00000034245
ENSMUST00000143621.8	Hdac11-204	ENSMUSG00000034245
ENSMUST00000155007.2	Hdac11-206	ENSMUSG00000034245
ENSMUST00000204776.2	Hdac11-207	ENSMUSG00000034245
ENSMUST00000113498.9	Fbln2-202	ENSMUSG00000064080
ENSMUST00000041544.8	Fbln2-201	ENSMUSG00000064080
ENSMUST00000153364.2	Fbln2-208	ENSMUSG00000064080
ENSMUST00000132021.2	Fbln2-203	ENSMUSG00000064080
ENSMUST00000134974.2	Fbln2-205	ENSMUSG00000064080
ENSMUST00000032180.7	Wnt7a-201	ENSMUSG00000030093
ENSMUST00000040835.9	Chchd4-201	ENSMUSG00000034203
ENSMUST00000032183.6	Tmem43-201	ENSMUSG00000030095
ENSMUST00000032182.5	Xpc-201	ENSMUSG00000030094
ENSMUST00000150279.3	Xpc-202	ENSMUSG00000030094
ENSMUST00000206476.2	Xpc-203	ENSMUSG00000030094
ENSMUST00000040607.6	Lsm3-201	ENSMUSG00000034192
ENSMUST00000206947.2	Lsm3-205	ENSMUSG00000034192
ENSMUST00000032185.9	Slc6a6-201	ENSMUSG00000030096
ENSMUST00000205480.2	Slc6a6-204	ENSMUSG00000030096
ENSMUST00000206545.2	Slc6a6-209	ENSMUSG00000030096
ENSMUST00000205828.2	Slc6a6-207	ENSMUSG00000030096
ENSMUST00000205663.2	Slc6a6-205	ENSMUSG00000030096
ENSMUST00000162300.8	Grip2-205	ENSMUSG00000030098
ENSMUST00000162293.8	Grip2-204	ENSMUSG00000030098
ENSMUST00000159684.8	Grip2-201	ENSMUSG00000030098
ENSMUST00000161566.8	Grip2-203	ENSMUSG00000030098
ENSMUST00000161545.2	Grip2-202	ENSMUSG00000030098
ENSMUST00000037783.7	Ccdc174-201	ENSMUSG00000034083
ENSMUST00000136090.8	Ccdc174-202	ENSMUSG00000034083
ENSMUST00000205686.2	4930590J08Rik-203	ENSMUSG00000034063
ENSMUST00000059318.8	4930590J08Rik-201	ENSMUSG00000034063
ENSMUST00000205569.2	4930590J08Rik-202	ENSMUSG00000034063
ENSMUST00000089334.9	Fgd5-201	ENSMUSG00000034037
ENSMUST00000113466.2	Fgd5-202	ENSMUSG00000034037
ENSMUST00000113460.8	Nr2c2-201	ENSMUSG00000005893
ENSMUST00000113463.8	Nr2c2-202	ENSMUSG00000005893
ENSMUST00000133133.2	Nr2c2-203	ENSMUSG00000005893
ENSMUST00000146175.2	Nr2c2-205	ENSMUSG00000005893
ENSMUST00000140438.2	Mrps25-203	ENSMUSG00000014551
ENSMUST00000014694.11	Rbsn-201	ENSMUSG00000014550
ENSMUST00000124635.7	Rbsn-202	ENSMUSG00000014550
ENSMUST00000203516.2	Rbsn-205	ENSMUSG00000014550
ENSMUST00000138041.2	Rbsn-203	ENSMUSG00000014550
ENSMUST00000006046.5	Trh-201	ENSMUSG00000005892
ENSMUST00000113447.8	Prickle2-204	ENSMUSG00000030020
ENSMUST00000032093.12	Prickle2-201	ENSMUSG00000030020
ENSMUST00000113446.8	Prickle2-203	ENSMUSG00000030020
ENSMUST00000113445.2	Prickle2-202	ENSMUSG00000030020
ENSMUST00000113438.8	Adamts9-201	ENSMUSG00000030022
ENSMUST00000167391.2	Adamts9-205	ENSMUSG00000030022
ENSMUST00000057977.4	A730049H05Rik-201	ENSMUSG00000048636
ENSMUST00000113434.2	Gm15737-201	ENSMUSG00000079462
ENSMUST00000089317.12	Magi1-202	ENSMUSG00000045095
ENSMUST00000055224.15	Magi1-201	ENSMUSG00000045095
ENSMUST00000204347.3	Magi1-208	ENSMUSG00000045095
ENSMUST00000093769.8	Magi1-203	ENSMUSG00000045095
ENSMUST00000203688.3	Magi1-206	ENSMUSG00000045095
ENSMUST00000204532.3	Magi1-209	ENSMUSG00000045095
ENSMUST00000203519.3	Magi1-205	ENSMUSG00000045095
ENSMUST00000205116.3	Magi1-211	ENSMUSG00000045095
ENSMUST00000204788.2	Magi1-210	ENSMUSG00000045095
ENSMUST00000204167.2	Magi1-207	ENSMUSG00000045095
ENSMUST00000061118.11	Slc25a26-201	ENSMUSG00000045100
ENSMUST00000204764.3	Slc25a26-204	ENSMUSG00000045100
ENSMUST00000204235.3	Slc25a26-203	ENSMUSG00000045100
ENSMUST00000204985.2	Slc25a26-205	ENSMUSG00000045100
ENSMUST00000204645.3	Lrig1-207	ENSMUSG00000030029
ENSMUST00000032105.11	Lrig1-201	ENSMUSG00000030029
ENSMUST00000101126.3	Lrig1-202	ENSMUSG00000030029
ENSMUST00000122938.8	Kbtbd8-203	ENSMUSG00000030031
ENSMUST00000032107.10	Kbtbd8-201	ENSMUSG00000030031
ENSMUST00000119582.3	Kbtbd8-202	ENSMUSG00000030031
ENSMUST00000089304.2	Gm10234-201	ENSMUSG00000068181
ENSMUST00000204224.3	Suclg2-204	ENSMUSG00000061838
ENSMUST00000079847.8	Suclg2-201	ENSMUSG00000061838
ENSMUST00000204567.2	Suclg2-205	ENSMUSG00000061838
ENSMUST00000122120.8	Tafa1-202	ENSMUSG00000059187
ENSMUST00000075080.6	Tafa1-201	ENSMUSG00000059187
ENSMUST00000090061.6	1700123L14Rik-201	ENSMUSG00000072878
ENSMUST00000089295.6	Tafa4-201	ENSMUSG00000046500
ENSMUST00000054344.11	Eogt-201	ENSMUSG00000035245
ENSMUST00000113387.8	Eogt-202	ENSMUSG00000035245
ENSMUST00000136575.8	Eogt-205	ENSMUSG00000035245
ENSMUST00000142553.8	Eogt-207	ENSMUSG00000035245
ENSMUST00000204331.3	Eogt-208	ENSMUSG00000035245
ENSMUST00000142116.2	Eogt-206	ENSMUSG00000035245
ENSMUST00000095664.6	Tmf1-201	ENSMUSG00000030059
ENSMUST00000124173.8	Tmf1-202	ENSMUSG00000030059
ENSMUST00000164744.8	Uba3-202	ENSMUSG00000030061
ENSMUST00000204056.2	Uba3-204	ENSMUSG00000030061
ENSMUST00000089287.7	Uba3-201	ENSMUSG00000030061
ENSMUST00000044681.7	Arl6ip5-201	ENSMUSG00000035199
ENSMUST00000095655.4	Lmod3-201	ENSMUSG00000044086
ENSMUST00000113355.9	Frmd4b-203	ENSMUSG00000030064
ENSMUST00000113359.8	Frmd4b-204	ENSMUSG00000030064
ENSMUST00000032146.14	Frmd4b-201	ENSMUSG00000030064
ENSMUST00000124050.3	Frmd4b-205	ENSMUSG00000030064
ENSMUST00000203884.3	Mitf-207	ENSMUSG00000035158
ENSMUST00000043637.14	Mitf-202	ENSMUSG00000035158
ENSMUST00000101123.10	Mitf-203	ENSMUSG00000035158
ENSMUST00000113339.8	Mitf-204	ENSMUSG00000035158
ENSMUST00000043628.13	Mitf-201	ENSMUSG00000035158
ENSMUST00000139462.2	Mitf-205	ENSMUSG00000035158
ENSMUST00000203938.2	Mitf-208	ENSMUSG00000035158
ENSMUST00000164491.3	Mdfic2-201	ENSMUSG00000090667
ENSMUST00000113326.9	Foxp1-206	ENSMUSG00000030067
ENSMUST00000113322.9	Foxp1-204	ENSMUSG00000030067
ENSMUST00000176565.8	Foxp1-220	ENSMUSG00000030067
ENSMUST00000177437.8	Foxp1-230	ENSMUSG00000030067
ENSMUST00000177229.8	Foxp1-225	ENSMUSG00000030067
ENSMUST00000074346.12	Foxp1-201	ENSMUSG00000030067
ENSMUST00000113328.9	Foxp1-207	ENSMUSG00000030067
ENSMUST00000113324.9	Foxp1-205	ENSMUSG00000030067
ENSMUST00000113329.10	Foxp1-208	ENSMUSG00000030067
ENSMUST00000177230.8	Foxp1-226	ENSMUSG00000030067
ENSMUST00000177307.8	Foxp1-228	ENSMUSG00000030067
ENSMUST00000176850.8	Foxp1-222	ENSMUSG00000030067
ENSMUST00000176632.8	Foxp1-221	ENSMUSG00000030067
ENSMUST00000124058.8	Foxp1-210	ENSMUSG00000030067
ENSMUST00000154163.9	Foxp1-214	ENSMUSG00000030067
ENSMUST00000123992.8	Foxp1-209	ENSMUSG00000030067
ENSMUST00000175886.8	Foxp1-218	ENSMUSG00000030067
ENSMUST00000177507.3	Foxp1-231	ENSMUSG00000030067
ENSMUST00000175670.2	Foxp1-215	ENSMUSG00000030067
ENSMUST00000177208.2	Foxp1-223	ENSMUSG00000030067
ENSMUST00000177227.8	Foxp1-224	ENSMUSG00000030067
ENSMUST00000155466.2	Gm20696-201	ENSMUSG00000030068
ENSMUST00000032151.3	Eif4e3-201	ENSMUSG00000093661
ENSMUST00000101122.3	Gpr27-201	ENSMUSG00000072875
ENSMUST00000101120.11	Prok2-203	ENSMUSG00000030069
ENSMUST00000032152.14	Prok2-202	ENSMUSG00000030069
ENSMUST00000008273.8	Prok2-201	ENSMUSG00000030069
ENSMUST00000203738.2	Prok2-204	ENSMUSG00000030069
ENSMUST00000101118.4	Rybp-201	ENSMUSG00000072872
ENSMUST00000113312.9	Shq1-202	ENSMUSG00000035378
ENSMUST00000170667.8	Shq1-204	ENSMUSG00000035378
ENSMUST00000089245.7	Shq1-201	ENSMUSG00000035378
ENSMUST00000032157.9	Gxylt2-201	ENSMUSG00000030074
ENSMUST00000063854.7	Ppp4r2-201	ENSMUSG00000052144
ENSMUST00000203940.3	Ppp4r2-204	ENSMUSG00000052144
ENSMUST00000203580.2	Ppp4r2-203	ENSMUSG00000052144
ENSMUST00000075994.11	Pdzrn3-201	ENSMUSG00000035357
ENSMUST00000239140.2	Pdzrn3-205	ENSMUSG00000035357
ENSMUST00000203619.3	Cntn3-202	ENSMUSG00000030075
ENSMUST00000032159.7	Cntn3-201	ENSMUSG00000030075
ENSMUST00000203912.3	Chl1-204	ENSMUSG00000030077
ENSMUST00000066905.9	Chl1-201	ENSMUSG00000030077
ENSMUST00000203830.3	Chl1-203	ENSMUSG00000030077
ENSMUST00000204321.2	Chl1-205	ENSMUSG00000030077
ENSMUST00000205098.2	Chl1-206	ENSMUSG00000030077
ENSMUST00000161446.2	Cntn6-204	ENSMUSG00000030092
ENSMUST00000161070.8	Cntn6-202	ENSMUSG00000030092
ENSMUST00000089215.12	Cntn6-201	ENSMUSG00000030092
ENSMUST00000162872.2	Cntn6-205	ENSMUSG00000030092
ENSMUST00000113261.9	Cntn4-205	ENSMUSG00000064293
ENSMUST00000113264.9	Cntn4-206	ENSMUSG00000064293
ENSMUST00000089208.9	Cntn4-202	ENSMUSG00000064293
ENSMUST00000113260.8	Cntn4-204	ENSMUSG00000064293
ENSMUST00000113258.8	Cntn4-203	ENSMUSG00000064293
ENSMUST00000079416.6	Cntn4-201	ENSMUSG00000064293
ENSMUST00000204659.3	Il5ra-202	ENSMUSG00000005364
ENSMUST00000205004.2	Il5ra-203	ENSMUSG00000005364
ENSMUST00000167925.3	Il5ra-201	ENSMUSG00000005364
ENSMUST00000113247.8	Trnt1-202	ENSMUSG00000013736
ENSMUST00000113249.8	Trnt1-204	ENSMUSG00000013736
ENSMUST00000113248.4	Trnt1-203	ENSMUSG00000013736
ENSMUST00000057578.16	Trnt1-201	ENSMUSG00000013736
ENSMUST00000205163.2	Trnt1-208	ENSMUSG00000013736
ENSMUST00000204782.2	Trnt1-207	ENSMUSG00000013736
ENSMUST00000013882.10	Crbn-201	ENSMUSG00000005362
ENSMUST00000113239.10	Crbn-202	ENSMUSG00000005362
ENSMUST00000151484.7	Crbn-204	ENSMUSG00000005362
ENSMUST00000049285.10	Lrrn1-201	ENSMUSG00000034648
